Year,Date,Civil Twilight Start,Sunrise,Local Noon,Sunset,Civil Twilight End,Day,Sky,Total
2019,7-Dec,7:16,7:53,12:04,16:14,16:52,8.35,1.24,9.59
2019,8-Dec,7:17,7:54,12:04,16:14,16:51,8.33,1.24,9.57
2019,9-Dec,7:18,7:56,12:05,16:14,16:51,8.31,1.24,9.55
2019,10-Dec,7:19,7:57,12:05,16:14,16:51,8.29,1.24,9.53
2019,11-Dec,7:20,7:58,12:06,16:14,16:51,8.27,1.25,9.52
2019,12-Dec,7:21,7:58,12:06,16:14,16:51,8.26,1.25,9.5
2019,13-Dec,7:22,7:59,12:07,16:14,16:51,8.24,1.25,9.49
2019,14-Dec,7:23,8:00,12:07,16:14,16:52,8.23,1.25,9.48
2019,15-Dec,7:23,8:01,12:08,16:14,16:52,8.22,1.25,9.47
2019,16-Dec,7:24,8:02,12:08,16:14,16:52,8.21,1.25,9.46
2019,17-Dec,7:25,8:03,12:09,16:15,16:52,8.2,1.25,9.46
2019,18-Dec,7:26,8:03,12:09,16:15,16:53,8.2,1.25,9.45
2019,19-Dec,7:26,8:04,12:10,16:15,16:53,8.19,1.25,9.45
2019,20-Dec,7:27,8:04,12:10,16:16,16:53,8.19,1.26,9.44
2019,21-Dec,7:27,8:05,12:11,16:16,16:54,8.19,1.26,9.44
2019,22-Dec,7:28,8:05,12:11,16:17,16:54,8.19,1.26,9.44
2019,23-Dec,7:28,8:06,12:12,16:17,16:55,8.19,1.26,9.44
2019,24-Dec,7:29,8:06,12:12,16:18,16:56,8.19,1.25,9.45
2019,25-Dec,7:29,8:07,12:13,16:19,16:56,8.2,1.25,9.45
2019,26-Dec,7:29,8:07,12:13,16:19,16:57,8.2,1.25,9.46
2019,27-Dec,7:30,8:07,12:14,16:20,16:58,8.21,1.25,9.47
2019,28-Dec,7:30,8:07,12:14,16:21,16:58,8.22,1.25,9.47
2019,29-Dec,7:30,8:08,12:15,16:22,16:59,8.23,1.25,9.48
2019,30-Dec,7:30,8:08,12:15,16:23,17:00,8.25,1.25,9.5
2019,31-Dec,7:30,8:08,12:16,16:23,17:01,8.26,1.25,9.51
2018,1-Jan,7:30,8:08,12:16,16:25,17:02,8.29,1.24,9.53
2018,2-Jan,7:30,8:08,12:17,16:26,17:03,8.31,1.24,9.55
2018,3-Jan,7:30,8:07,12:17,16:27,17:04,8.33,1.24,9.57
2018,4-Jan,7:30,8:07,12:18,16:28,17:05,8.35,1.24,9.59
2018,5-Jan,7:30,8:07,12:18,16:29,17:06,8.37,1.23,9.61
2018,6-Jan,7:30,8:07,12:18,16:30,17:07,8.39,1.23,9.63
2018,7-Jan,7:30,8:06,12:19,16:32,17:09,8.42,1.23,9.65
2018,8-Jan,7:29,8:06,12:19,16:33,17:10,8.45,1.23,9.67
2018,9-Jan,7:29,8:06,12:20,16:34,17:11,8.48,1.22,9.7
2018,10-Jan,7:28,8:05,12:20,16:35,17:12,8.51,1.22,9.73
2018,11-Jan,7:28,8:05,12:21,16:37,17:13,8.54,1.22,9.75
2018,12-Jan,7:28,8:04,12:21,16:38,17:15,8.57,1.21,9.78
2018,13-Jan,7:27,8:03,12:21,16:40,17:16,8.6,1.21,9.81
2018,14-Jan,7:26,8:03,12:22,16:41,17:17,8.64,1.21,9.85
2018,15-Jan,7:26,8:02,12:22,16:42,17:19,8.67,1.2,9.88
2018,16-Jan,7:25,8:01,12:22,16:44,17:20,8.71,1.2,9.91
2018,17-Jan,7:25,8:00,12:23,16:45,17:21,8.75,1.2,9.95
2018,18-Jan,7:24,8:00,12:23,16:47,17:23,8.79,1.19,9.98
2018,19-Jan,7:23,7:59,12:23,16:48,17:24,8.83,1.19,10.02
2018,20-Jan,7:22,7:58,12:24,16:50,17:25,8.87,1.19,10.06
2018,21-Jan,7:21,7:57,12:24,16:51,17:27,8.91,1.18,10.09
2018,22-Jan,7:20,7:56,12:24,16:53,17:28,8.96,1.18,10.13
2018,23-Jan,7:19,7:55,12:24,16:55,17:30,9,1.17,10.17
2018,24-Jan,7:18,7:54,12:25,16:56,17:31,9.04,1.17,10.21
2018,25-Jan,7:17,7:52,12:25,16:58,17:33,9.09,1.17,10.26
2018,26-Jan,7:16,7:51,12:25,16:59,17:34,9.14,1.16,10.3
2018,27-Jan,7:15,7:50,12:25,17:01,17:36,9.18,1.16,10.34
2018,28-Jan,7:14,7:49,12:25,17:03,17:37,9.23,1.15,10.39
2018,29-Jan,7:13,7:47,12:26,17:04,17:39,9.28,1.15,10.43
2018,30-Jan,7:12,7:46,12:26,17:06,17:40,9.33,1.15,10.48
2018,31-Jan,7:11,7:45,12:26,17:08,17:42,9.38,1.14,10.52
2018,1-Feb,7:09,7:43,12:26,17:09,17:44,9.43,1.14,10.57
2018,2-Feb,7:08,7:42,12:26,17:11,17:45,9.48,1.14,10.62
2018,3-Feb,7:07,7:41,12:26,17:13,17:47,9.54,1.13,10.67
2018,4-Feb,7:05,7:39,12:26,17:14,17:48,9.59,1.13,10.72
2018,5-Feb,7:04,7:38,12:26,17:16,17:50,9.64,1.12,10.77
2018,6-Feb,7:02,7:36,12:27,17:18,17:51,9.7,1.12,10.82
2018,7-Feb,7:01,7:34,12:27,17:19,17:53,9.75,1.12,10.87
2018,8-Feb,6:59,7:33,12:27,17:21,17:55,9.8,1.11,10.92
2018,9-Feb,6:58,7:31,12:27,17:23,17:56,9.86,1.11,10.97
2018,10-Feb,6:56,7:30,12:27,17:24,17:58,9.91,1.11,11.02
2018,11-Feb,6:55,7:28,12:27,17:26,17:59,9.97,1.1,11.08
2018,12-Feb,6:53,7:26,12:27,17:28,18:01,10.03,1.1,11.13
2018,13-Feb,6:52,7:24,12:27,17:29,18:02,10.08,1.1,11.18
2018,14-Feb,6:50,7:23,12:27,17:31,18:04,10.14,1.1,11.24
2018,15-Feb,6:48,7:21,12:27,17:33,18:06,10.2,1.09,11.29
2018,16-Feb,6:47,7:19,12:26,17:35,18:07,10.26,1.09,11.35
2018,17-Feb,6:45,7:17,12:26,17:36,18:09,10.31,1.09,11.4
2018,18-Feb,6:43,7:16,12:26,17:38,18:10,10.37,1.09,11.46
2018,19-Feb,6:41,7:14,12:26,17:40,18:12,10.43,1.08,11.51
2018,20-Feb,6:39,7:12,12:26,17:41,18:14,10.49,1.08,11.57
2018,21-Feb,6:38,7:10,12:26,17:43,18:15,10.55,1.08,11.63
2018,22-Feb,6:36,7:08,12:26,17:44,18:17,10.61,1.08,11.68
2018,23-Feb,6:34,7:06,12:26,17:46,18:18,10.67,1.07,11.74
2018,24-Feb,6:32,7:04,12:26,17:48,18:20,10.72,1.07,11.8
2018,25-Feb,6:30,7:02,12:25,17:49,18:22,10.78,1.07,11.85
2018,26-Feb,6:28,7:00,12:25,17:51,18:23,10.84,1.07,11.91
2018,27-Feb,6:26,6:58,12:25,17:53,18:25,10.9,1.07,11.97
2018,28-Feb,6:24,6:56,12:25,17:54,18:26,10.96,1.06,12.03
2018,1-Mar,6:23,6:54,12:25,17:56,18:28,11.02,1.06,12.09
2018,2-Mar,6:21,6:52,12:25,17:58,18:29,11.09,1.06,12.15
2018,3-Mar,6:19,6:50,12:24,17:59,18:31,11.15,1.06,12.21
2018,4-Mar,6:17,6:48,12:24,18:01,18:33,11.21,1.06,12.27
2018,5-Mar,6:15,6:46,12:24,18:02,18:34,11.27,1.06,12.33
2018,6-Mar,6:13,6:44,12:24,18:04,18:36,11.33,1.06,12.39
2018,7-Mar,6:11,6:42,12:23,18:05,18:37,11.39,1.06,12.45
2018,8-Mar,6:08,6:40,12:23,18:07,18:39,11.45,1.06,12.51
2018,9-Mar,6:06,6:38,12:23,18:09,18:40,11.51,1.06,12.57
2018,10-Mar,6:04,6:36,12:23,18:10,18:42,11.57,1.06,12.63
2018,11-Mar,6:02,6:34,12:22,18:12,18:43,11.63,1.05,12.69
2018,12-Mar,6:00,6:32,12:22,18:13,18:45,11.69,1.05,12.75
2018,13-Mar,5:58,6:30,12:22,18:15,18:47,11.75,1.05,12.81
2018,14-Mar,5:56,6:28,12:22,18:16,18:48,11.82,1.05,12.87
2018,15-Mar,5:54,6:25,12:21,18:18,18:50,11.88,1.05,12.93
2018,16-Mar,5:52,6:23,12:21,18:20,18:51,11.94,1.06,12.99
2018,17-Mar,5:50,6:21,12:21,18:21,18:53,12,1.06,13.05
2018,18-Mar,5:47,6:19,12:20,18:23,18:54,12.06,1.06,13.12
2018,19-Mar,5:45,6:17,12:20,18:24,18:56,12.12,1.06,13.18
2018,20-Mar,5:43,6:15,12:20,18:26,18:58,12.18,1.06,13.24
2018,21-Mar,5:41,6:13,12:20,18:27,18:59,12.24,1.06,13.3
2018,22-Mar,5:39,6:11,12:19,18:29,19:01,12.3,1.06,13.36
2018,23-Mar,5:37,6:08,12:19,18:30,19:02,12.37,1.06,13.43
2018,24-Mar,5:35,6:06,12:19,18:32,19:04,12.43,1.06,13.49
2018,25-Mar,5:32,6:04,12:18,18:33,19:05,12.49,1.06,13.55
2018,26-Mar,5:30,6:02,12:18,18:35,19:07,12.55,1.06,13.61
2018,27-Mar,5:28,6:00,12:18,18:37,19:09,12.61,1.07,13.68
2018,28-Mar,5:26,5:58,12:17,18:38,19:10,12.67,1.07,13.74
2018,29-Mar,5:24,5:56,12:17,18:40,19:12,12.73,1.07,13.8
2018,30-Mar,5:22,5:54,12:17,18:41,19:13,12.79,1.07,13.86
2018,31-Mar,5:19,5:51,12:17,18:43,19:15,12.85,1.07,13.93
2018,1-Apr,5:17,5:49,12:16,18:44,19:16,12.91,1.08,13.99
2018,2-Apr,5:15,5:47,12:16,18:46,19:18,12.97,1.08,14.05
2018,3-Apr,5:13,5:45,12:16,18:47,19:20,13.03,1.08,14.11
2018,4-Apr,5:11,5:43,12:15,18:49,19:21,13.09,1.08,14.18
2018,5-Apr,5:08,5:41,12:15,18:50,19:23,13.15,1.09,14.24
2018,6-Apr,5:06,5:39,12:15,18:52,19:24,13.21,1.09,14.3
2018,7-Apr,5:04,5:37,12:15,18:53,19:26,13.27,1.09,14.37
2018,8-Apr,5:02,5:35,12:14,18:55,19:28,13.33,1.09,14.43
2018,9-Apr,5:00,5:33,12:14,18:56,19:29,13.39,1.1,14.49
2018,10-Apr,4:58,5:31,12:14,18:58,19:31,13.45,1.1,14.55
2018,11-Apr,4:56,5:29,12:13,18:59,19:33,13.51,1.1,14.62
2018,12-Apr,4:53,5:27,12:13,19:01,19:34,13.57,1.11,14.68
2018,13-Apr,4:51,5:25,12:13,19:02,19:36,13.63,1.11,14.74
2018,14-Apr,4:49,5:23,12:13,19:04,19:37,13.69,1.12,14.81
2018,15-Apr,4:47,5:21,12:12,19:05,19:39,13.75,1.12,14.87
2018,16-Apr,4:45,5:19,12:12,19:07,19:41,13.81,1.12,14.93
2018,17-Apr,4:43,5:17,12:12,19:08,19:42,13.86,1.13,14.99
2018,18-Apr,4:41,5:15,12:12,19:10,19:44,13.92,1.13,15.06
2018,19-Apr,4:39,5:13,12:12,19:11,19:46,13.98,1.14,15.12
2018,20-Apr,4:37,5:11,12:11,19:13,19:47,14.04,1.14,15.18
2018,21-Apr,4:35,5:09,12:11,19:15,19:49,14.1,1.15,15.24
2018,22-Apr,4:32,5:07,12:11,19:16,19:51,14.15,1.15,15.3
2018,23-Apr,4:30,5:05,12:11,19:18,19:52,14.21,1.16,15.36
2018,24-Apr,4:28,5:03,12:11,19:19,19:54,14.26,1.16,15.43
2018,25-Apr,4:26,5:01,12:10,19:21,19:56,14.32,1.17,15.49
2018,26-Apr,4:24,4:59,12:10,19:22,19:57,14.38,1.17,15.55
2018,27-Apr,4:22,4:58,12:10,19:24,19:59,14.43,1.18,15.61
2018,28-Apr,4:21,4:56,12:10,19:25,20:01,14.49,1.18,15.67
2018,29-Apr,4:19,4:54,12:10,19:27,20:02,14.54,1.19,15.73
2018,30-Apr,4:17,4:52,12:10,19:28,20:04,14.59,1.19,15.79
2018,1-May,4:15,4:51,12:10,19:29,20:06,14.65,1.2,15.85
2018,2-May,4:13,4:49,12:09,19:31,20:07,14.7,1.2,15.9
2018,3-May,4:11,4:47,12:09,19:32,20:09,14.75,1.21,15.96
2018,4-May,4:09,4:46,12:09,19:34,20:10,14.81,1.22,16.02
2018,5-May,4:07,4:44,12:09,19:35,20:12,14.86,1.22,16.08
2018,6-May,4:06,4:42,12:09,19:37,20:14,14.91,1.23,16.14
2018,7-May,4:04,4:41,12:09,19:38,20:15,14.96,1.23,16.19
2018,8-May,4:02,4:39,12:09,19:40,20:17,15.01,1.24,16.25
2018,9-May,4:00,4:38,12:09,19:41,20:19,15.06,1.25,16.3
2018,10-May,3:59,4:36,12:09,19:43,20:20,15.11,1.25,16.36
2018,11-May,3:57,4:35,12:09,19:44,20:22,15.15,1.26,16.41
2018,12-May,3:55,4:33,12:09,19:45,20:23,15.2,1.27,16.47
2018,13-May,3:54,4:32,12:09,19:47,20:25,15.25,1.27,16.52
2018,14-May,3:52,4:30,12:09,19:48,20:27,15.29,1.28,16.57
2018,15-May,3:51,4:29,12:09,19:50,20:28,15.34,1.28,16.62
2018,16-May,3:49,4:28,12:09,19:51,20:30,15.38,1.29,16.68
2018,17-May,3:48,4:27,12:09,19:52,20:31,15.43,1.3,16.73
2018,18-May,3:46,4:25,12:09,19:54,20:33,15.47,1.3,16.77
2018,19-May,3:45,4:24,12:09,19:55,20:34,15.51,1.31,16.82
2018,20-May,3:43,4:23,12:09,19:56,20:36,15.55,1.32,16.87
2018,21-May,3:42,4:22,12:09,19:57,20:37,15.59,1.32,16.92
2018,22-May,3:41,4:21,12:09,19:59,20:39,15.63,1.33,16.96
2018,23-May,3:40,4:20,12:09,20:00,20:40,15.67,1.34,17.01
2018,24-May,3:38,4:19,12:09,20:01,20:41,15.71,1.34,17.05
2018,25-May,3:37,4:18,12:09,20:02,20:43,15.74,1.35,17.09
2018,26-May,3:36,4:17,12:10,20:03,20:44,15.78,1.35,17.13
2018,27-May,3:35,4:16,12:10,20:04,20:45,15.81,1.36,17.17
2018,28-May,3:34,4:15,12:10,20:06,20:47,15.85,1.37,17.21
2018,29-May,3:33,4:14,12:10,20:07,20:48,15.88,1.37,17.25
2018,30-May,3:32,4:13,12:10,20:08,20:49,15.91,1.38,17.29
2018,31-May,3:31,4:12,12:10,20:09,20:50,15.94,1.38,17.32
2018,1-Jun,3:30,4:12,12:10,20:10,20:51,15.97,1.39,17.35
2018,2-Jun,3:29,4:11,12:11,20:11,20:52,15.99,1.39,17.39
2018,3-Jun,3:29,4:10,12:11,20:12,20:54,16.02,1.4,17.42
2018,4-Jun,3:28,4:10,12:11,20:12,20:55,16.04,1.4,17.45
2018,5-Jun,3:27,4:09,12:11,20:13,20:56,16.07,1.41,17.47
2018,6-Jun,3:27,4:09,12:11,20:14,20:57,16.09,1.41,17.5
2018,7-Jun,3:26,4:08,12:11,20:15,20:57,16.11,1.41,17.52
2018,8-Jun,3:25,4:08,12:12,20:16,20:58,16.13,1.42,17.55
2018,9-Jun,3:25,4:08,12:12,20:16,20:59,16.15,1.42,17.57
2018,10-Jun,3:25,4:07,12:12,20:17,21:00,16.16,1.43,17.59
2018,11-Jun,3:24,4:07,12:12,20:18,21:01,16.18,1.43,17.61
2018,12-Jun,3:24,4:07,12:12,20:18,21:01,16.19,1.43,17.62
2018,13-Jun,3:24,4:07,12:13,20:19,21:02,16.2,1.43,17.64
2018,14-Jun,3:24,4:07,12:13,20:19,21:02,16.21,1.44,17.65
2018,15-Jun,3:23,4:07,12:13,20:20,21:03,16.22,1.44,17.66
2018,16-Jun,3:23,4:06,12:13,20:20,21:03,16.23,1.44,17.67
2018,17-Jun,3:23,4:06,12:14,20:21,21:04,16.24,1.44,17.68
2018,18-Jun,3:23,4:07,12:14,20:21,21:04,16.24,1.44,17.68
2018,19-Jun,3:23,4:07,12:14,20:21,21:05,16.24,1.44,17.69
2018,20-Jun,3:24,4:07,12:14,20:22,21:05,16.25,1.44,17.69
2018,21-Jun,3:24,4:07,12:14,20:22,21:05,16.25,1.44,17.69
2018,22-Jun,3:24,4:07,12:15,20:22,21:05,16.24,1.44,17.69
2018,23-Jun,3:24,4:08,12:15,20:22,21:05,16.24,1.44,17.68
2018,24-Jun,3:25,4:08,12:15,20:22,21:05,16.24,1.44,17.68
2018,25-Jun,3:25,4:08,12:15,20:22,21:05,16.23,1.44,17.67
2018,26-Jun,3:25,4:09,12:15,20:22,21:05,16.22,1.44,17.66
2018,27-Jun,3:26,4:09,12:16,20:22,21:05,16.21,1.44,17.65
2018,28-Jun,3:27,4:10,12:16,20:22,21:05,16.2,1.43,17.64
2018,29-Jun,3:27,4:10,12:16,20:22,21:05,16.19,1.43,17.62
2018,30-Jun,3:28,4:11,12:16,20:21,21:04,16.18,1.43,17.61
2018,1-Jul,3:29,4:11,12:16,20:21,21:04,16.16,1.43,17.59
2018,2-Jul,3:29,4:12,12:17,20:21,21:04,16.15,1.42,17.57
2018,3-Jul,3:30,4:13,12:17,20:21,21:03,16.13,1.42,17.55
2018,4-Jul,3:31,4:13,12:17,20:20,21:03,16.11,1.42,17.53
2018,5-Jul,3:32,4:14,12:17,20:20,21:02,16.09,1.41,17.5
2018,6-Jul,3:33,4:15,12:17,20:19,21:01,16.07,1.41,17.48
2018,7-Jul,3:34,4:16,12:17,20:19,21:01,16.05,1.4,17.45
2018,8-Jul,3:35,4:17,12:18,20:18,21:00,16.02,1.4,17.42
2018,9-Jul,3:36,4:18,12:18,20:17,20:59,16,1.39,17.39
2018,10-Jul,3:37,4:19,12:18,20:17,20:58,15.97,1.39,17.36
2018,11-Jul,3:38,4:19,12:18,20:16,20:58,15.94,1.38,17.33
2018,12-Jul,3:39,4:20,12:18,20:15,20:57,15.91,1.38,17.29
2018,13-Jul,3:40,4:21,12:18,20:15,20:56,15.88,1.37,17.26
2018,14-Jul,3:41,4:23,12:18,20:14,20:55,15.85,1.37,17.22
2018,15-Jul,3:43,4:24,12:19,20:13,20:54,15.82,1.36,17.18
2018,16-Jul,3:44,4:25,12:19,20:12,20:52,15.79,1.36,17.14
2018,17-Jul,3:45,4:26,12:19,20:11,20:51,15.75,1.35,17.1
2018,18-Jul,3:47,4:27,12:19,20:10,20:50,15.72,1.34,17.06
2018,19-Jul,3:48,4:28,12:19,20:09,20:49,15.68,1.34,17.02
2018,20-Jul,3:49,4:29,12:19,20:08,20:48,15.64,1.33,16.97
2018,21-Jul,3:51,4:30,12:19,20:07,20:46,15.6,1.32,16.93
2018,22-Jul,3:52,4:32,12:19,20:06,20:45,15.56,1.32,16.88
2018,23-Jul,3:53,4:33,12:19,20:04,20:44,15.52,1.31,16.84
2018,24-Jul,3:55,4:34,12:19,20:03,20:42,15.48,1.31,16.79
2018,25-Jul,3:56,4:35,12:19,20:02,20:41,15.44,1.3,16.74
2018,26-Jul,3:58,4:37,12:19,20:01,20:39,15.4,1.29,16.69
2018,27-Jul,3:59,4:38,12:19,19:59,20:38,15.35,1.29,16.64
2018,28-Jul,4:01,4:39,12:19,19:58,20:36,15.31,1.28,16.59
2018,29-Jul,4:02,4:41,12:19,19:56,20:35,15.26,1.27,16.54
2018,30-Jul,4:04,4:42,12:19,19:55,20:33,15.22,1.27,16.49
2018,31-Jul,4:05,4:43,12:19,19:54,20:31,15.17,1.26,16.43
2018,1-Aug,4:07,4:45,12:19,19:52,20:30,15.12,1.25,16.38
2018,2-Aug,4:08,4:46,12:19,19:51,20:28,15.08,1.25,16.32
2018,3-Aug,4:10,4:47,12:19,19:49,20:26,15.03,1.24,16.27
2018,4-Aug,4:12,4:49,12:19,19:47,20:24,14.98,1.24,16.21
2018,5-Aug,4:13,4:50,12:18,19:46,20:23,14.93,1.23,16.16
2018,6-Aug,4:15,4:52,12:18,19:44,20:21,14.88,1.22,16.1
2018,7-Aug,4:16,4:53,12:18,19:43,20:19,14.83,1.22,16.05
2018,8-Aug,4:18,4:54,12:18,19:41,20:17,14.78,1.21,15.99
2018,9-Aug,4:19,4:56,12:18,19:39,20:15,14.72,1.21,15.93
2018,10-Aug,4:21,4:57,12:18,19:37,20:13,14.67,1.2,15.87
2018,11-Aug,4:23,4:59,12:18,19:36,20:11,14.62,1.2,15.81
2018,12-Aug,4:24,5:00,12:17,19:34,20:10,14.57,1.19,15.76
2018,13-Aug,4:26,5:01,12:17,19:32,20:08,14.51,1.18,15.7
2018,14-Aug,4:27,5:03,12:17,19:30,20:06,14.46,1.18,15.64
2018,15-Aug,4:29,5:04,12:17,19:29,20:04,14.4,1.17,15.58
2018,16-Aug,4:31,5:06,12:17,19:27,20:02,14.35,1.17,15.52
2018,17-Aug,4:32,5:07,12:17,19:25,20:00,14.29,1.16,15.46
2018,18-Aug,4:34,5:09,12:16,19:23,19:58,14.24,1.16,15.4
2018,19-Aug,4:35,5:10,12:16,19:21,19:56,14.18,1.15,15.34
2018,20-Aug,4:37,5:11,12:16,19:19,19:54,14.13,1.15,15.28
2018,21-Aug,4:39,5:13,12:16,19:17,19:51,14.07,1.14,15.22
2018,22-Aug,4:40,5:14,12:15,19:15,19:49,14.01,1.14,15.15
2018,23-Aug,4:42,5:16,12:15,19:13,19:47,13.96,1.13,15.09
2018,24-Aug,4:43,5:17,12:15,19:11,19:45,13.9,1.13,15.03
2018,25-Aug,4:45,5:19,12:15,19:09,19:43,13.84,1.13,14.97
2018,26-Aug,4:46,5:20,12:14,19:07,19:41,13.79,1.12,14.91
2018,27-Aug,4:48,5:22,12:14,19:05,19:39,13.73,1.12,14.85
2018,28-Aug,4:50,5:23,12:14,19:03,19:37,13.67,1.11,14.79
2018,29-Aug,4:51,5:24,12:13,19:01,19:34,13.61,1.11,14.72
2018,30-Aug,4:53,5:26,12:13,18:59,19:32,13.55,1.11,14.66
2018,31-Aug,4:54,5:27,12:13,18:57,19:30,13.5,1.1,14.6
2018,1-Sep,4:56,5:29,12:12,18:55,19:28,13.44,1.1,14.54
2018,2-Sep,4:57,5:30,12:12,18:53,19:26,13.38,1.1,14.48
2018,3-Sep,4:59,5:32,12:12,18:51,19:24,13.32,1.09,14.41
2018,4-Sep,5:00,5:33,12:11,18:49,19:21,13.26,1.09,14.35
2018,5-Sep,5:02,5:35,12:11,18:47,19:19,13.2,1.09,14.29
2018,6-Sep,5:03,5:36,12:11,18:45,19:17,13.14,1.09,14.23
2018,7-Sep,5:05,5:37,12:10,18:42,19:15,13.08,1.08,14.17
2018,8-Sep,5:06,5:39,12:10,18:40,19:13,13.02,1.08,14.1
2018,9-Sep,5:08,5:40,12:10,18:38,19:10,12.96,1.08,14.04
2018,10-Sep,5:09,5:42,12:09,18:36,19:08,12.91,1.08,13.98
2018,11-Sep,5:11,5:43,12:09,18:34,19:06,12.85,1.07,13.92
2018,12-Sep,5:12,5:45,12:09,18:32,19:04,12.79,1.07,13.86
2018,13-Sep,5:14,5:46,12:08,18:30,19:02,12.73,1.07,13.8
2018,14-Sep,5:15,5:48,12:08,18:27,18:59,12.67,1.07,13.73
2018,15-Sep,5:17,5:49,12:08,18:25,18:57,12.61,1.07,13.67
2018,16-Sep,5:18,5:50,12:07,18:23,18:55,12.55,1.06,13.61
2018,17-Sep,5:20,5:52,12:07,18:21,18:53,12.49,1.06,13.55
2018,18-Sep,5:21,5:53,12:07,18:19,18:51,12.43,1.06,13.49
2018,19-Sep,5:23,5:55,12:06,18:17,18:48,12.37,1.06,13.43
2018,20-Sep,5:24,5:56,12:06,18:15,18:46,12.31,1.06,13.37
2018,21-Sep,5:26,5:58,12:05,18:12,18:44,12.25,1.06,13.3
2018,22-Sep,5:27,5:59,12:05,18:10,18:42,12.19,1.06,13.24
2018,23-Sep,5:29,6:01,12:05,18:08,18:40,12.13,1.06,13.18
2018,24-Sep,5:30,6:02,12:04,18:06,18:38,12.06,1.06,13.12
2018,25-Sep,5:32,6:04,12:04,18:04,18:35,12,1.06,13.06
2018,26-Sep,5:33,6:05,12:04,18:02,18:33,11.94,1.06,13
2018,27-Sep,5:35,6:06,12:03,17:59,18:31,11.88,1.05,12.94
2018,28-Sep,5:36,6:08,12:03,17:57,18:29,11.82,1.05,12.88
2018,29-Sep,5:38,6:09,12:03,17:55,18:27,11.76,1.05,12.82
2018,30-Sep,5:39,6:11,12:02,17:53,18:25,11.7,1.05,12.76
2018,1-Oct,5:41,6:12,12:02,17:51,18:23,11.64,1.05,12.7
2018,2-Oct,5:42,6:14,12:02,17:49,18:20,11.58,1.06,12.64
2018,3-Oct,5:44,6:15,12:01,17:47,18:18,11.52,1.06,12.58
2018,4-Oct,5:45,6:17,12:01,17:45,18:16,11.46,1.06,12.52
2018,5-Oct,5:47,6:18,12:01,17:43,18:14,11.4,1.06,12.46
2018,6-Oct,5:48,6:20,12:01,17:40,18:12,11.34,1.06,12.4
2018,7-Oct,5:50,6:21,12:00,17:38,18:10,11.28,1.06,12.34
2018,8-Oct,5:51,6:23,12:00,17:36,18:08,11.22,1.06,12.28
2018,9-Oct,5:53,6:24,12:00,17:34,18:06,11.16,1.06,12.22
2018,10-Oct,5:54,6:26,11:59,17:32,18:04,11.1,1.06,12.17
2018,11-Oct,5:56,6:27,11:59,17:30,18:02,11.04,1.06,12.11
2018,12-Oct,5:57,6:29,11:59,17:28,18:00,10.99,1.06,12.05
2018,13-Oct,5:59,6:31,11:59,17:26,17:58,10.93,1.07,11.99
2018,14-Oct,6:00,6:32,11:58,17:24,17:56,10.87,1.07,11.93
2018,15-Oct,6:02,6:34,11:58,17:22,17:54,10.81,1.07,11.88
2018,16-Oct,6:03,6:35,11:58,17:20,17:52,10.75,1.07,11.82
2018,17-Oct,6:05,6:37,11:58,17:18,17:50,10.69,1.07,11.76
2018,18-Oct,6:06,6:38,11:58,17:16,17:48,10.63,1.07,11.71
2018,19-Oct,6:08,6:40,11:57,17:14,17:47,10.57,1.08,11.65
2018,20-Oct,6:09,6:41,11:57,17:12,17:45,10.52,1.08,11.59
2018,21-Oct,6:11,6:43,11:57,17:10,17:43,10.46,1.08,11.54
2018,22-Oct,6:12,6:45,11:57,17:09,17:41,10.4,1.08,11.48
2018,23-Oct,6:14,6:46,11:57,17:07,17:39,10.34,1.09,11.43
2018,24-Oct,6:15,6:48,11:57,17:05,17:38,10.28,1.09,11.37
2018,25-Oct,6:17,6:49,11:57,17:03,17:36,10.23,1.09,11.32
2018,26-Oct,6:18,6:51,11:56,17:01,17:34,10.17,1.09,11.27
2018,27-Oct,6:20,6:53,11:56,16:59,17:32,10.11,1.1,11.21
2018,28-Oct,6:21,6:54,11:56,16:58,17:31,10.06,1.1,11.16
2018,29-Oct,6:23,6:56,11:56,16:56,17:29,10,1.1,11.11
2018,30-Oct,6:24,6:57,11:56,16:54,17:27,9.95,1.11,11.05
2018,31-Oct,6:26,6:59,11:56,16:53,17:26,9.89,1.11,11
2018,1-Nov,6:27,7:01,11:56,16:51,17:24,9.84,1.11,10.95
2018,2-Nov,6:29,7:02,11:56,16:49,17:23,9.78,1.12,10.9
2018,3-Nov,6:30,7:04,11:56,16:48,17:21,9.73,1.12,10.85
2018,4-Nov,6:32,7:06,11:56,16:46,17:20,9.68,1.12,10.8
2018,5-Nov,6:33,7:07,11:56,16:45,17:18,9.62,1.13,10.75
2018,6-Nov,6:35,7:09,11:56,16:43,17:17,9.57,1.13,10.7
2018,7-Nov,6:36,7:10,11:56,16:42,17:15,9.52,1.13,10.65
2018,8-Nov,6:38,7:12,11:56,16:40,17:14,9.47,1.14,10.6
2018,9-Nov,6:39,7:14,11:56,16:39,17:13,9.42,1.14,10.56
2018,10-Nov,6:41,7:15,11:56,16:37,17:12,9.37,1.14,10.51
2018,11-Nov,6:42,7:17,11:57,16:36,17:10,9.32,1.15,10.47
2018,12-Nov,6:44,7:18,11:57,16:34,17:09,9.27,1.15,10.42
2018,13-Nov,6:45,7:20,11:57,16:33,17:08,9.22,1.16,10.38
