USE;HBLOCK;X_Midpoint;Y_Midpoint;Lat;Long;geopoint
Residential;1300 W 67TH AV;490142.34375;5450899.5;49.2108075601;-123.135345395;49.2108075601,-123.135345395
Residential;6700 COMMERCIAL ST;494970.78125;5452278.5;49.2232706929;-123.069068415;49.2232706929,-123.069068415
Residential;6100-6200 LANARK ST;494478.3125;5452739.5;49.2274132639;-123.07583804;49.2274132639,-123.07583804
Residential;7600 ROSS ST;493944.625;5451396.5;49.2153275846;-123.083147734;49.2153275846,-123.083147734
Residential;7600 BORDEN ST;494608.65625;5451339.0;49.2148165599;-123.074029005;49.2148165599,-123.074029005
Residential;3400 E 2ND AV;497837.5625;5457300.5;49.2684615702;-123.029724794;49.2684615702,-123.029724794
Residential;8100-8200 ASH ST;491241.96875;5450908.0;49.2109007239;-123.120247791;49.2109007239,-123.120247791
Residential;2700 E 38TH AV;496369.5625;5453675.5;49.2358469508;-123.049871009;49.2358469508,-123.049871009
Residential;1500 SLOCAN ST;496402.96875;5457545.5;49.2706586361;-123.049446869;49.2706586361,-123.049446869
Residential;1600 SLOCAN ST;496401.84375;5457445.0;49.2697546128;-123.04946143;49.2697546128,-123.04946143
Residential;1000 SLOCAN ST;496409.15625;5458094.0;49.2755925317;-123.049366735;49.2755925317,-123.049366735
Residential;900 PARK DRIVE;490604.21875;5451271.5;49.2141610537;-123.129012586;49.2141610537,-123.129012586
Residential;1400 E 14TH AV;494565.375;5456116.5;49.2577909309;-123.074688072;49.2577909309,-123.074688072
Residential;1400 E 15TH AV;494567.71875;5455979.0;49.2565541108;-123.074653997;49.2565541108,-123.074653997
Residential;1500-1600 E 14TH AV;494655.125;5456115.0;49.2577782288;-123.073454619;49.2577782288,-123.073454619
Residential;1900 W 11TH AV;489130.0;5456579.5;49.261883263;-123.149398822;49.261883263,-123.149398822
Residential;3200-3300 BALACLAVA ST;487312.34375;5456090.5;49.2574496215;-123.174365338;49.2574496215,-123.174365338
Residential;1300 W 67TH AV;489993.84375;5450903.0;49.2108366365;-123.137384377;49.2108366365,-123.137384377
Residential;3300-3400 WORTHINGTON DRIVE;497765.4375;5455774.0;49.2547301296;-123.030707701;49.2547301296,-123.030707701
Residential;1900-2000 CHARLES ST;495243.5;5457808.0;49.2730119519;-123.065388707;49.2730119519,-123.065388707
Residential;1100-1200 E 11TH AV;494236.8125;5456422.5;49.2605404555;-123.079207908;49.2605404555,-123.079207908
Residential;3200 SLOCAN ST;496394.21875;5455772.5;49.2547100918;-123.04955118;49.2547100918,-123.04955118
Residential;2800 PENTICTON ST;496143.78125;5456187.0;49.2584370794;-123.05299672;49.2584370794,-123.05299672
Residential;1100 W 14TH AV;490515.59375;5456231.5;49.2587759938;-123.130346836;49.2587759938,-123.130346836
Residential;2200 VANNESS AV;495713.78125;5455223.0;49.2497628314;-123.058895968;49.2497628314,-123.058895968
Residential;100 E 11TH AV;492624.375;5456488.0;49.2611123229;-123.101370048;49.2611123229,-123.101370048
Residential;700 VERNON DRIVE;494234.21875;5458307.5;49.2774963578;-123.079270717;49.2774963578,-123.079270717
Residential;2000 BLENHEIM ST;487072.25;5457271.0;49.2680633831;-123.177703035;49.2680633831,-123.177703035
Residential;2000 WATERLOO ST;486926.46875;5457275.0;49.2680962644;-123.179707044;49.2680962644,-123.179707044
Residential;4200-4500 FLEMING ST;494754.5625;5454876.5;49.2466385165;-123.07207183;49.2466385165,-123.07207183
Residential;4100 DUMFRIES ST;494659.65625;5455023.0;49.2479554957;-123.073377785;49.2479554957,-123.073377785
Residential;6000 BALACLAVA ST;487198.75;5453226.5;49.2316850277;-123.17583494;49.2316850277,-123.17583494
Residential;1400 W 72ND AV;489781.4375;5450342.5;49.2057912859;-123.140286438;49.2057912859,-123.140286438
Residential;3100 E PENDER ST;497271.4375;5458606.0;49.2802025202;-123.037515633;49.2802025202,-123.037515633
Residential;2800 E 7TH AV;496750.84375;5456789.5;49.263860216;-123.044658642;49.263860216,-123.044658642
Residential;4200 MANITOBA ST;492160.71875;5454892.5;49.2467547099;-123.107711263;49.2467547099,-123.107711263
Residential;6200 MAPLE ST;488915.4375;5452942.5;49.229163869;-123.152247171;49.229163869,-123.152247171
Residential;2100 W 37TH AV;488661.21875;5453959.0;49.2383028527;-123.155767616;49.2383028527,-123.155767616
Residential;7900 EAST BOULEVARD;489300.5;5451243.5;49.2138878057;-123.146913021;49.2138878057,-123.146913021
Residential;1600 E 22ND AV;494858.1875;5455289.5;49.250354422;-123.070653334;49.250354422,-123.070653334
Collector;4300-4400 PUGET DRIVE;487895.5;5454851.0;49.2463119079;-123.16631365;49.2463119079,-123.16631365
Residential;100 DRAKE ST;491042.75;5457821.0;49.2730817776;-123.123137574;49.2730817776,-123.123137574
Residential;3100 DIEPPE DRIVE;498031.5;5455992.0;49.2566920004;-123.027052501;49.2566920004,-123.027052501
Residential;4700-4800 WINDSOR ST;493880.4375;5454294.0;49.2413906813;-123.084073319;49.2413906813,-123.084073319
Residential;4800 ST. CATHERINES ST;493737.59375;5454201.0;49.2405526802;-123.086034315;49.2405526802,-123.086034315
Residential;2300 PANDORA ST;495862.40625;5458916.5;49.282987607;-123.056891932;49.282987607,-123.056891932
Residential;2200 FRANKLIN ST;495724.75;5458817.5;49.2820961378;-123.058783647;49.2820961378,-123.058783647
Residential;3200 ADANAC ST;497362.625;5458299.5;49.2774458983;-123.036259854;49.2774458983,-123.036259854
Residential;1500 HARWOOD ST;489803.5;5458973.5;49.2834292809;-123.140203189;49.2834292809,-123.140203189
Residential;5500 WINDSOR ST;493829.8125;5453526.0;49.2344818333;-123.084757005;49.2344818333,-123.084757005
Residential;500-600 E 31ST AV;493403.9375;5454425.5;49.2425686041;-123.090621847;49.2425686041,-123.090621847
Residential;0 E 29TH AV;492509.34375;5454641.5;49.2445012769;-123.102916492;49.2445012769,-123.102916492
Residential;800 LAGOON DRIVE;489832.9375;5460067.5;49.2932704524;-123.139826247;49.2932704524,-123.139826247
Residential;2600 GRANT ST;496308.3125;5457623.5;49.2713596966;-123.050748788;49.2713596966,-123.050748788
Residential;1700 WOODLAND DRIVE;494652.6875;5457357.5;49.2689547394;-123.073504716;49.2689547394,-123.073504716
Residential;6100 NANAIMO ST;495699.71875;5452807.5;49.2280347364;-123.059063282;49.2280347364,-123.059063282
Residential;3600 NOOTKA ST;496972.8125;5455438.0;49.251704328;-123.041597533;49.251704328,-123.041597533
Residential;3000 MADDAMS ST;494541.03125;5456049.0;49.2571835377;-123.075021708;49.2571835377,-123.075021708
Residential;2700 E 57TH AV;496381.71875;5451700.5;49.2180813888;-123.049686203;49.2180813888,-123.049686203
Residential;4200 W 29TH AV;485284.96875;5455036.5;49.2479233092;-123.202188479;49.2479233092,-123.202188479
Residential;6700-6800 PRINCE EDWARD ST;492894.0625;5452225.5;49.2227733708;-123.097587907;49.2227733708,-123.097587907
Residential;1300-1400 E 11TH AV;494618.15625;5456417.5;49.2604989537;-123.073966746;49.2604989537,-123.073966746
Residential;0-100 E 64TH AV;492350.5;5451079.0;49.212453757;-123.105030942;49.212453757,-123.105030942
Residential;0-100 E 64TH AV;492536.3125;5451074.5;49.21241557;-123.102479576;49.21241557,-123.102479576
Residential;2000 TRAFALGAR ST;488029.625;5457223.0;49.2676511058;-123.164541716;49.2676511058,-123.164541716
Residential;3300 WELLINGTON AV;497417.125;5454388.0;49.2422613755;-123.035485328;49.2422613755,-123.035485328
Residential;3400 PRICE ST;497818.5;5454398.0;49.2423528901;-123.029971015;49.2423528901,-123.029971015
Residential;3600 W 12TH AV;486546.09375;5456557.5;49.2616339903;-123.184911482;49.2616339903,-123.184911482
Residential;400 E 61ST AV;493031.9375;5451354.0;49.2149355848;-123.095679299;49.2149355848,-123.095679299
Residential;6100-6400 ASH ST;491404.84375;5452778.5;49.2277286528;-123.11805159;49.2277286528,-123.11805159
Residential;7500 FREMLIN ST;490736.90625;5451567.5;49.2168256703;-123.127197503;49.2168256703,-123.127197503
Residential;1700 E 43RD AV;494814.75;5453090.0;49.2305690405;-123.071221749;49.2305690405,-123.071221749
Residential;5500 CARTIER ST;490017.0;5453695.5;49.2359562243;-123.137135936;49.2359562243,-123.137135936
Residential;6700-6800 YEW ST;488423.0;5452364.0;49.2239510181;-123.158994106;49.2239510181,-123.158994106
Residential;6100 RALEIGH ST;496534.90625;5452825.0;49.2281974488;-123.047592347;49.2281974488,-123.047592347
Residential;1300 E 31ST AV;494373.15625;5454418.5;49.2425153153;-123.07730588;49.2425153153,-123.07730588
Residential;1300 E 29TH AV;494424.59375;5454647.0;49.2445711954;-123.076602373;49.2445711954,-123.076602373
Residential;1300 E 29TH AV;494377.5625;5454647.5;49.2445752627;-123.077248557;49.2445752627,-123.077248557
Residential;3100 SLOCAN ST;496394.25;5455879.5;49.2556725798;-123.049551714;49.2556725798,-123.049551714
Residential;2800 PENTICTON ST;496143.71875;5456241.5;49.2589273178;-123.052998104;49.2589273178,-123.052998104
Residential;4100-4300 CROWN ST;485908.21875;5455081.5;49.248342762;-123.193626492;49.248342762,-123.193626492
Residential;300 E 21ST AV;492895.40625;5455478.0;49.2520303774;-123.0976271;49.2520303774,-123.0976271
Residential;3800 CAROLINA ST;493300.0625;5455292.0;49.250361833;-123.092063451;49.250361833,-123.092063451
Residential;4300 DUMFRIES ST;494653.5;5454769.5;49.245675153;-123.07345899;49.245675153,-123.07345899
Residential;400 E 5TH AV;493069.5625;5457051.5;49.2661863194;-123.09526119;49.2661863194,-123.09526119
Residential;1500 E 22ND AV;494744.1875;5455292.0;49.2503759415;-123.072219833;49.2503759415,-123.072219833
Residential;1500 E 22ND AV;494721.5625;5455292.5;49.2503802443;-123.072530728;49.2503802443,-123.072530728
Residential;3100 E 24TH AV;497317.1875;5455111.0;49.248764497;-123.036863179;49.248764497,-123.036863179
Residential;4000-4200 MAPLE CRESCENT;489012.90625;5455152.0;49.2490405439;-123.150969003;49.2490405439,-123.150969003
Residential;2100 W 10TH AV;488753.90625;5456692.0;49.2628884204;-123.15457105;49.2628884204,-123.15457105
Residential;400 E 47TH AV;493010.15625;5452746.5;49.2274612327;-123.096002639;49.2274612327,-123.096002639
Residential;500-600 E 43RD AV;493380.0625;5453139.0;49.2309959773;-123.090928615;49.2309959773,-123.090928615
Residential;7600 BORDEN ST;494609.1875;5451386.5;49.21524384;-123.074022349;49.21524384,-123.074022349
Residential;3300 E 8TH AV;497671.4375;5456683.0;49.2629064247;-123.03200475;49.2629064247,-123.03200475
Residential;500 W 20TH AV;491584.625;5455604.5;49.2531516461;-123.115641699;49.2531516461,-123.115641699
Residential;3300 W 5TH AV;486998.09375;5457225.0;49.2676480338;-123.178720876;49.2676480338,-123.178720876
Residential;6000 PRINCE EDWARD ST;492913.0625;5453025.5;49.2299697902;-123.097341111;49.2299697902,-123.097341111
Residential;5900-6000 SELKIRK ST;490285.1875;5453181.5;49.2313369926;-123.133439415;49.2313369926,-123.133439415
Residential;2500 ADANAC ST;496125.25;5458302.0;49.2774617955;-123.053271877;49.2774617955,-123.053271877
Residential;2600 E 3RD AV;496303.8125;5457203.0;49.2675771916;-123.050806764;49.2675771916,-123.050806764
Residential;5100-5200 KERSLAND DRIVE;491665.28125;5453975.5;49.2384995473;-123.114499459;49.2384995473,-123.114499459
Residential;700 W 20TH AV;491180.875;5455634.0;49.2534113179;-123.121190554;49.2534113179,-123.121190554
Residential;3700 LAUREL ST;490932.59375;5455466.5;49.2519009927;-123.124598582;49.2519009927,-123.124598582
Residential;3900-4000 GLADSTONE ST;495600.28125;5455187.0;49.2494381979;-123.060455149;49.2494381979,-123.060455149
Residential;0-100 E 64TH AV;492466.25;5451076.5;49.212432703;-123.1034416;49.212432703,-123.1034416
Residential;2300 W 10TH AV;488439.96875;5456700.5;49.2629590262;-123.158886167;49.2629590262,-123.158886167
Residential;3600 FELLOWES ST;498234.34375;5459899.0;49.291836812;-123.024282126;49.291836812,-123.024282126
Residential;3900 CROWN ST;485910.71875;5455412.0;49.2513157245;-123.193603766;49.2513157245,-123.193603766
Residential;3700 CROWN ST;485912.46875;5455613.0;49.253123794;-123.193586789;49.253123794,-123.193586789
Residential;6900 ARLINGTON ST;497781.25;5451838.5;49.2193294043;-123.03046862;49.2193294043,-123.03046862
Residential;6500-6600 ARGYLE ST;494774.15625;5452473.5;49.2250231221;-123.071771289;49.2250231221,-123.071771289
Residential;1300 W 73RD AV;490156.53125;5450177.0;49.2043087082;-123.135132888;49.2043087082,-123.135132888
Residential;5800 ONTARIO ST;492303.59375;5453197.5;49.2315096142;-123.105715625;49.2315096142,-123.105715625
Residential;1500 MAPLE ST;489073.09375;5457735.5;49.2722806624;-123.150212511;49.2722806624,-123.150212511
Residential;4200 LILLOOET ST;497153.75;5454852.5;49.2464384926;-123.039107055;49.2464384926,-123.039107055
Residential;3800 POINT GREY ROAD;486290.96875;5457705.5;49.2719547574;-123.188457244;49.2719547574,-123.188457244
Residential;3900 WINDSOR ST;493896.3125;5455176.5;49.2493291238;-123.083868665;49.2493291238,-123.083868665
Residential;3200 EAST BOULEVARD;488908.5625;5456015.0;49.2568015093;-123.152426641;49.2568015093,-123.152426641
Residential;100 W 37TH AV;492024.4375;5453836.0;49.2372494979;-123.109562729;49.2372494979,-123.109562729
Residential;700 GLEN DRIVE;494083.125;5458366.0;49.2780211316;-123.08134889;49.2780211316,-123.08134889
Residential;2800 E 5TH AV;496751.34375;5456995.5;49.2657132296;-123.044653441;49.2657132296,-123.044653441
Residential;2400 W 43RD AV;488223.90625;5453349.5;49.2328120145;-123.16175731;49.2328120145,-123.16175731
Residential;4200 W 8TH AV;485408.5;5456984.5;49.2654488378;-123.200562124;49.2654488378,-123.200562124
Residential;1800 E 22ND AV;495055.90625;5455285.0;49.2503155731;-123.067936439;49.2503155731,-123.067936439
Residential;100 W 45TH AV;492021.5;5452983.5;49.2295810222;-123.109586118;49.2295810222,-123.109586118
Residential;0-100 W 59TH AV;492238.78125;5451564.0;49.2168150555;-123.106574264;49.2168150555,-123.106574264
Residential;600 E PENDER ST;493414.0625;5458610.5;49.2802136081;-123.090551594;49.2802136081,-123.090551594
Residential;3000 CROWN ST;485881.03125;5456323.0;49.2595096354;-123.194043826;49.2595096354,-123.194043826
Residential;2600 CYPRESS ST;489219.375;5456654.0;49.2625549854;-123.14817245;49.2625549854,-123.14817245
Residential;5800 MANITOBA ST;492123.8125;5453206.5;49.2315882851;-123.108185221;49.2315882851,-123.108185221
Residential;2700 E 45TH AV;496280.6875;5452955.0;49.2293653406;-123.051085194;49.2293653406,-123.051085194
Residential;2100 W 43RD AV;488643.65625;5453339.0;49.2327254942;-123.155991318;49.2327254942,-123.155991318
Residential;4400 WALLACE ST;486107.96875;5454867.0;49.2464178634;-123.190874428;49.2464178634,-123.190874428
Residential;3400 PRICE ST;497733.6875;5454450.5;49.2428248317;-123.031136527;49.2428248317,-123.031136527
Residential;5900 BALACLAVA ST;487199.3125;5453276.0;49.2321303024;-123.175828794;49.2321303024,-123.175828794
Residential;1300 E 31ST AV;494279.46875;5454419.5;49.242523442;-123.078593044;49.242523442,-123.078593044
Residential;4100 SALISH DRIVE;485613.0;5453400.0;49.2332104872;-123.197622524;49.2332104872,-123.197622524
Residential;4600 CARNARVON ST;487410.5625;5454699.0;49.2449348548;-123.172971797;49.2449348548,-123.172971797
Residential;2200 GRAVELEY ST;495710.28125;5457519.5;49.2704202939;-123.058968668;49.2704202939,-123.058968668
Residential;600 N SLOCAN ST;496414.65625;5459886.5;49.2917164044;-123.049307196;49.2917164044,-123.049307196
Residential;3400 MACKENZIE ST;487622.375;5455900.0;49.2557423923;-123.170098737;49.2557423923,-123.170098737
Residential;6100 MAPLE ST;488919.40625;5453098.0;49.2305626983;-123.152196956;49.2305626983,-123.152196956
Residential;7500 ANGUS DRIVE;489199.03125;5451648.0;49.2175246033;-123.148317153;49.2175246033,-123.148317153
Residential;4000 COLLINGWOOD ST;486763.875;5455354.5;49.2508175526;-123.181878531;49.2508175526,-123.181878531
Residential;4000 CAROLINA ST;493296.125;5455134.5;49.2489450437;-123.09211492;49.2489450437,-123.09211492
Residential;3500 W 7TH AV;486653.09375;5457046.5;49.2660349664;-123.18345718;49.2660349664,-123.18345718
Residential;1300 W 67TH AV;490092.25;5450900.5;49.2108157474;-123.136033203;49.2108157474,-123.136033203
Residential;6400 TISDALL ST;491135.25;5452674.0;49.2267848069;-123.121752051;49.2267848069,-123.121752051
Residential;800 W 46TH AV;490793.03125;5452947.5;49.2292399549;-123.126458489;49.2292399549,-123.126458489
Residential;3300-3400 W 53RD AV;486859.71875;5452314.5;49.2234742091;-123.180461889;49.2234742091,-123.180461889
Residential;3700 NOOTKA ST;496972.65625;5455342.0;49.250840786;-123.041598955;49.250840786,-123.041598955
Residential;3600 NOOTKA ST;496972.90625;5455484.5;49.2521226062;-123.041596596;49.2521226062,-123.041596596
Residential;6900-7000 BALACLAVA ST;487180.3125;5452197.5;49.2224285622;-123.176055302;49.2224285622,-123.176055302
Residential;1300-1400 E 10TH AV;494500.5625;5456519.5;49.2614154181;-123.075584325;49.2614154181,-123.075584325
Residential;3800 CROWN ST;485912.03125;5455562.5;49.2526695279;-123.193591024;49.2526695279,-123.193591024
Residential;3800 CROWN ST;485911.5625;5455512.5;49.2522197586;-123.193595707;49.2522197586,-123.193595707
Residential;1800 E 22ND AV;495190.0;5455283.0;49.2502986514;-123.066093844;49.2502986514,-123.066093844
Residential;300 E 45TH AV;492834.875;5452952.5;49.2293122275;-123.098413732;49.2293122275,-123.098413732
Residential;1700-1800 E 3RD AV;494956.21875;5457227.5;49.2677879437;-123.069330708;49.2677879437,-123.069330708
Residential;1900 E 13TH AV;495295.78125;5456207.5;49.2586155476;-123.064651173;49.2586155476,-123.064651173
Residential;300-400 BEACH CRESCENT;490729.75;5457692.0;49.2719167352;-123.127437464;49.2719167352,-123.127437464
Residential;6200 RALEIGH ST;496529.71875;5452681.5;49.2269066001;-123.047662355;49.2269066001,-123.047662355
Residential;1700 WOODLAND DRIVE;494653.375;5457407.5;49.2694045048;-123.073495934;49.2694045048,-123.073495934
Residential;5200-5300 MCKINNON ST;497393.625;5453811.5;49.2370755204;-123.035804438;49.2370755204,-123.035804438
Residential;2000 STAINSBURY AV;495407.375;5455345.5;49.2508625227;-123.063107629;49.2508625227,-123.063107629
Residential;2900-3000 GARDEN DRIVE;495762.53125;5456141.0;49.2580207777;-123.058235819;49.2580207777,-123.058235819
Residential;8400 ASH ST;491235.34375;5450702.5;49.2090521017;-123.120334266;49.2090521017,-123.120334266
Residential;500 W 14TH AV;491490.25;5456228.5;49.2587633436;-123.116951831;49.2587633436,-123.116951831
Residential;500 W 20TH AV;491474.28125;5455625.0;49.2533345201;-123.117158445;49.2533345201,-123.117158445
Residential;2200 CHARLES ST;495714.15625;5457801.5;49.2729569636;-123.058918421;49.2729569636,-123.058918421
Residential;400 E 47TH AV;493135.1875;5452743.0;49.2274311637;-123.094285329;49.2274311637,-123.094285329
Residential;1000 E 45TH AV;493960.4375;5452923.5;49.2290635013;-123.082953597;49.2290635013,-123.082953597
Residential;400 E 43RD AV;493014.125;5453148.5;49.2310773664;-123.095955133;49.2310773664,-123.095955133
Residential;800-900 W 37TH AV;490966.90625;5453868.5;49.2375271512;-123.124091057;49.2375271512,-123.124091057
Residential;4700 DUCHESS ST;496355.09375;5454280.5;49.2412889847;-123.050075267;49.2412889847,-123.050075267
Residential;1800-1900 W 75TH AV;489107.1875;5450547.5;49.2076237012;-123.149548467;49.2076237012,-123.149548467
Residential;3000 PINE ST;489551.78125;5456180.5;49.2583015363;-123.143591407;49.2583015363,-123.143591407
Residential;2800 E 5TH AV;496652.1875;5456996.0;49.2657171925;-123.046016368;49.2657171925,-123.046016368
Residential;4100 GLADSTONE ST;495595.8125;5454971.0;49.2474951977;-123.060514178;49.2474951977,-123.060514178
Residential;7800 NANAIMO ST;495674.09375;5451152.0;49.2131428927;-123.059397385;49.2131428927,-123.059397385
Residential;2500 W 43RD AV;488070.09375;5453353.5;49.2328450177;-123.1638702;49.2328450177,-123.1638702
Residential;7500-7700 COLUMBIA ST;491796.3125;5451428.5;49.2155904321;-123.112647304;49.2155904321,-123.112647304
Residential;6300 NANAIMO ST;495697.28125;5452655.0;49.2266629427;-123.059095124;49.2266629427,-123.059095124
Residential;2300-2400 E 46TH AV;495766.625;5452857.5;49.2284849653;-123.05814487;49.2284849653,-123.05814487
Residential;2600 E 17TH AV;496372.21875;5455746.5;49.2544760861;-123.049853272;49.2544760861,-123.049853272
Residential;4100 GLADSTONE ST;495598.125;5455083.0;49.2485026794;-123.060483635;49.2485026794,-123.060483635
Residential;7600-7700 MUIRFIELD DRIVE;495890.34375;5451270.0;49.2142058241;-123.056429348;49.2142058241,-123.056429348
Residential;2200 VANNESS AV;495696.8125;5455190.0;49.24946587;-123.059128777;49.24946587,-123.059128777
Residential;1800 PENTICTON ST;496209.09375;5457279.0;49.2682602465;-123.052109461;49.2682602465,-123.052109461
Residential;500 SLOCAN ST;496411.9375;5458512.5;49.2793570303;-123.049332253;49.2793570303,-123.049332253
Residential;3300 INVERNESS ST;494194.34375;5455822.5;49.2551429315;-123.079782888;49.2551429315,-123.079782888
Residential;3800 WINDSOR ST;493900.125;5455327.0;49.2506829417;-123.08381857;49.2506829417,-123.08381857
Residential;1500-1600 E 8TH AV;494789.375;5456727.0;49.2632844504;-123.071617588;49.2632844504,-123.071617588
Residential;7000-7200 HEATHER ST;490985.25;5451929.5;49.2200856568;-123.123795477;49.2200856568,-123.123795477
Residential;5900 ALBERTA ST;491764.90625;5453175.5;49.2313047108;-123.113114415;49.2313047108,-123.113114415
Arterial;1700-1800 E KENT AV NORTH;494932.46875;5450634.5;49.2084821503;-123.069573818;49.2084821503,-123.069573818
Residential;600 VERNON DRIVE;494237.71875;5458483.0;49.2790750435;-123.079225126;49.2790750435,-123.079225126
Residential;2100 W 43RD AV;488535.9375;5453342.0;49.2327504724;-123.157471028;49.2327504724,-123.157471028
Residential;1300 E 31ST AV;494420.03125;5454418.0;49.2425112468;-123.076661869;49.2425112468,-123.076661869
Residential;4100 ST. GEORGE ST;493153.34375;5455051.5;49.2481968599;-123.094075392;49.2481968599,-123.094075392
Residential;4300 ST. GEORGE ST;493148.6875;5454794.0;49.2458805393;-123.094134967;49.2458805393,-123.094134967
Residential;0 E 30TH AV;492504.96875;5454509.0;49.2433093567;-123.102974123;49.2433093567,-123.102974123
Residential;5300-5400 LABURNUM ST;489044.9375;5453820.0;49.2370595054;-123.150492462;49.2370595054,-123.150492462
Collector;5300 CAMOSUN ST;485669.4375;5453974.0;49.2383750522;-123.196867811;49.2383750522,-123.196867811
Residential;3800 W 27TH AV;486209.5;5455052.0;49.2480842681;-123.18948578;49.2480842681,-123.18948578
Residential;4700 WALLACE ST;486105.5625;5454605.0;49.244061071;-123.190898404;49.244061071,-123.190898404
Residential;4400 CAMOSUN ST;485681.0625;5454978.0;49.2474064881;-123.196743988;49.2474064881,-123.196743988
Residential;3200 ADANAC ST;497461.84375;5458299.0;49.2774418207;-123.034895746;49.2774418207,-123.034895746
Residential;3100 ADANAC ST;497197.8125;5458300.0;49.2774496626;-123.038525776;49.2774496626,-123.038525776
Residential;7800 EAST BOULEVARD;489267.4375;5451345.0;49.2148002454;-123.147369709;49.2148002454,-123.147369709
Residential;7800 EAST BOULEVARD;489284.53125;5451292.5;49.2143282939;-123.147133593;49.2143282939,-123.147133593
Residential;3600-3700 W 31ST AV;486493.90625;5454628.0;49.2442766535;-123.185563678;49.2442766535,-123.185563678
Residential;3600-3700 W 31ST AV;486388.46875;5454629.0;49.2442833128;-123.187012337;49.2442833128,-123.187012337
Residential;4200 WILLOW ST;491092.53125;5454963.0;49.2473742563;-123.122389631;49.2473742563,-123.122389631
Residential;5100 DUMFRIES ST;494605.90625;5453902.0;49.237871373;-123.074101234;49.237871373,-123.074101234
Residential;5500 WINDSOR ST;493828.9375;5453473.0;49.2340050768;-123.084768209;49.2340050768,-123.084768209
Residential;5700-5800 COMMERCIAL ST;494993.09375;5453178.0;49.2313621067;-123.068773218;49.2313621067,-123.068773218
Residential;3500 PANDORA ST;498035.875;5458912.0;49.282957978;-123.027006711;49.282957978,-123.027006711
Residential;5300 COMMERCIAL ST;495003.53125;5453693.5;49.2359992403;-123.068636276;49.2359992403,-123.068636276
Residential;3500 FRANKLIN ST;498035.65625;5458811.5;49.2820539624;-123.027009225;49.2820539624,-123.027009225
Residential;2200 ADANAC ST;495720.0;5458305.0;49.2774860781;-123.058843473;49.2774860781,-123.058843473
Residential;600 WOODLAND DRIVE;494711.5;5458443.5;49.2787240168;-123.072710631;49.2787240168,-123.072710631
Residential;3900 TRAFALGAR ST;487973.4375;5455444.5;49.2516520892;-123.165260626;49.2516520892,-123.165260626
Residential;1100 W 7TH AV;490534.25;5456947.0;49.2652123362;-123.130107358;49.2652123362,-123.130107358
Residential;1500 E 22ND AV;494792.8125;5455291.0;49.250367362;-123.071551667;49.250367362,-123.071551667
Residential;3500 W 7TH AV;486723.5;5457044.5;49.2660185086;-123.182489364;49.2660185086,-123.182489364
Residential;1800 E 22ND AV;495105.34375;5455284.0;49.2503069753;-123.06725711;49.2503069753,-123.06725711
Residential;1800-1900 W 75TH AV;488700.4375;5450909.0;49.210868121;-123.155142931;49.210868121,-123.155142931
Residential;300 E 23RD AV;492890.28125;5455277.0;49.2502222806;-123.097693957;49.2502222806,-123.097693957
Residential;3800 SOPHIA ST;492821.6875;5455354.0;49.250914111;-123.098637876;49.250914111,-123.098637876
Residential;3700 SOPHIA ST;492824.28125;5455454.5;49.25181816;-123.098604035;49.25181816,-123.098604035
Residential;3800 PRINCE EDWARD ST;492961.46875;5455300.5;49.2504344911;-123.096716191;49.2504344911,-123.096716191
Residential;4900 DUMFRIES ST;494610.25;5454089.5;49.2395580179;-123.074044084;49.2395580179,-123.074044084
Residential;5100 DUMFRIES ST;494606.84375;5453949.0;49.2382941574;-123.074088988;49.2382941574,-123.074088988
Residential;1000 E 45TH AV;493874.3125;5452925.5;49.2290806363;-123.084136556;49.2290806363,-123.084136556
Residential;7500 PRINCE ALBERT ST;493601.6875;5451503.0;49.216282095;-123.087858379;49.216282095,-123.087858379
Residential;2600 E PENDER ST;496316.5625;5458608.0;49.2802155022;-123.050644443;49.2802155022,-123.050644443
Residential;8400 ASH ST;491332.0;5450617.0;49.208284381;-123.119005382;49.208284381,-123.119005382
Residential;2100 E 27TH AV;495493.03125;5454887.5;49.2467433482;-123.061925468;49.2467433482,-123.061925468
Residential;3100 SLOCAN ST;496394.28125;5455929.5;49.2561223406;-123.049551735;49.2561223406,-123.049551735
Residential;4100 SALISH DRIVE;485560.9375;5453451.5;49.2336725143;-123.198339514;49.2336725143,-123.198339514
Residential;4300 ONTARIO ST;492350.5625;5454837.0;49.2462578779;-123.105101766;49.2462578779,-123.105101766
Residential;2700 ST. GEORGE ST;493231.0;5456360.5;49.2599724495;-123.093030495;49.2599724495,-123.093030495
Residential;2300 OLIVER CRESCENT;488382.28125;5455348.5;49.2507964508;-123.159639819;49.2507964508,-123.159639819
Residential;3200 EUCLID AV;497320.4375;5453884.0;49.2377273595;-123.036810318;49.2377273595,-123.036810318
Residential;3800 GLEN DRIVE;494041.125;5455323.5;49.2506528479;-123.081881035;49.2506528479,-123.081881035
Residential;400 E 8TH AV;493058.34375;5456750.0;49.2634741426;-123.095410166;49.2634741426,-123.095410166
Residential;1000 BUTE ST;490475.21875;5458965.5;49.2833681571;-123.130966805;49.2833681571,-123.130966805
Residential;4100-4200 ANGUS DRIVE;489365.40625;5455059.5;49.2482147159;-123.146123011;49.2482147159,-123.146123011
Residential;4100-4200 MARGUERITE ST;489472.34375;5455168.0;49.249192544;-123.144656509;49.249192544,-123.144656509
